status_source_to_main	path	previous_path	domain	decision
D	fabushi/lib/packages/three_dart/lib/three3d/extras/curves/LineCurve3.d.ts		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/extras/curves/LineCurve3.js		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/extras/curves/QuadraticBezierCurve.d.ts		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/extras/curves/QuadraticBezierCurve3.d.ts		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/extras/curves/QuadraticBezierCurve3.js		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/extras/curves/SplineCurve.d.ts		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/extras/curves/catmull_rom_curve3.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/extras/curves/cubic_bezier_curve.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/extras/curves/ellipse_curve.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/extras/curves/line_curve.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/extras/curves/quadratic_bezier_curve.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/extras/curves/spline_curve.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/extras/data_utils.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/extras/earcut.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/extras/image_utils.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/extras/index.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/extras/objects/ImmediateRenderObject.d.ts		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/extras/objects/ImmediateRenderObject.js		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/extras/pmrem_generator.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/extras/shape_utils.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/geometries/box_geometry.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/geometries/circle_geometry.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/geometries/cone_geometry.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/geometries/convex_geometry.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/geometries/cylinder_geometry.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/geometries/dodecahedron_geometry.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/geometries/edges_geometry.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/geometries/extrude_geometry.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/geometries/icosahedron_geometry.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/geometries/index.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/geometries/lathe_geometry.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/geometries/octahedron_geometry.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/geometries/parametric_geometry.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/geometries/plane_geometry.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/geometries/polyhedron_geometry.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/geometries/ring_geometry.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/geometries/shape_geometry.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/geometries/sphere_geometry.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/geometries/tetrahedron_geometry.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/geometries/text_geometry.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/geometries/torus_geometry.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/geometries/torus_knot_geometry.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/geometries/tube_geometry.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/geometries/wireframe_geometry.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/helpers/arrow_helper.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/helpers/axes_helper.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/helpers/box3_helper.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/helpers/box_helper.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/helpers/camera_helper.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/helpers/directional_light_helper.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/helpers/grid_helper.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/helpers/hemisphere_light_helper.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/helpers/index.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/helpers/plane_helper.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/helpers/point_light_helper.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/helpers/polar_grid_helper.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/helpers/skeleton_helper.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/helpers/spot_light_helper.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/lights/AmbientLightProbe.js		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/lights/ambient_light.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/lights/directional_light.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/lights/directional_light_shadow.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/lights/hemisphere_light.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/lights/hemisphere_light_probe.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/lights/index.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/lights/light.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/lights/light_probe.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/lights/light_shadow.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/lights/point_light.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/lights/point_light_shadow.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/lights/rect_area_light.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/lights/spot_light.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/lights/spot_light_shadow.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/loaders/buffer_geometry_loader.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/loaders/cache.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/loaders/data_texture_loader.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/loaders/file_loader.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/loaders/font_loader.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/loaders/image_loader.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/loaders/image_loader_for_app.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/loaders/image_loader_for_web.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/loaders/index.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/loaders/loader.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/loaders/loader_utils.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/loaders/loading_manager.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/loaders/material_loader.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/loaders/object_loader.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/loaders/svg_loader.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/loaders/svg_loader_parser.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/loaders/svg_loader_points_to_stroke.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/loaders/texture_loader.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/materials/group_material.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/materials/index.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/materials/line_basic_material.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/materials/line_dashed_material.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/materials/material.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/materials/mesh_basic_material.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/materials/mesh_depth_material.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/materials/mesh_distance_material.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/materials/mesh_lambert_material.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/materials/mesh_matcap_material.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/materials/mesh_normal_material.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/materials/mesh_phong_material.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/materials/mesh_physical_material.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/materials/mesh_standard_material.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/materials/mesh_toon_material.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/materials/points_material.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/materials/raw_shader_material.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/materials/shader_material.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/materials/shadow_material.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/materials/sprite_material.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/box2.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/box3.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/color.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/color_management.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/convex_hull.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/cylindrical.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/euler.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/frustum.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/index.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/interpolant.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/interpolants/cubic_interpolant.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/interpolants/discrete_interpolant.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/interpolants/linear_interpolant.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/interpolants/quaternion_linear_interpolant.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/line3.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/math.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/math_utils.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/matrix3.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/matrix4.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/plane.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/quaternion.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/ray.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/sphere.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/spherical.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/spherical_harmonics3.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/triangle.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/uuid.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/vector2.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/vector3.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/math/vector4.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/objects/LOD.js		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/objects/bone.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/objects/group.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/objects/index.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/objects/instanced_mesh.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/objects/line.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/objects/line_loop.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/objects/line_segments.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/objects/mesh.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/objects/points.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/objects/skeleton.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/objects/skinned_mesh.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/objects/sprite.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/WebGL1Renderer.js		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/index.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/index.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/alphamap_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/alphamap_pars_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/alphatest_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/alphatest_pars_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/aomap_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/aomap_pars_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/begin_vertex.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/beginnormal_vertex.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/bsdfs.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/bumpmap_pars_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/clearcoat_normal_fragment_begin.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/clearcoat_normal_fragment_maps.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/clearcoat_pars_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/clipping_planes_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/clipping_planes_pars_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/clipping_planes_pars_vertex.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/clipping_planes_vertex.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/color_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/color_pars_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/color_pars_vertex.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/color_vertex.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/common.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/cube_uv_reflection_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/default_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/default_vertex.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/defaultnormal_vertex.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/displacementmap_pars_vertex.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/displacementmap_vertex.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/dithering_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/dithering_pars_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/emissivemap_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/emissivemap_pars_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/encodings_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/encodings_pars_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/envmap_common_pars_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/envmap_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/envmap_pars_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/envmap_pars_vertex.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/envmap_physical_pars_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/envmap_vertex.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/fog_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/fog_pars_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/fog_pars_vertex.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/fog_vertex.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/gradientmap_pars_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/index.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/lightmap_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/lightmap_pars_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/lights_fragment_begin.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/lights_fragment_end.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/lights_fragment_maps.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/lights_lambert_vertex.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/lights_pars_begin.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/lights_phong_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/lights_phong_pars_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/lights_physical_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/lights_physical_pars_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/lights_toon_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/lights_toon_pars_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/logdepthbuf_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/logdepthbuf_pars_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/logdepthbuf_pars_vertex.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/logdepthbuf_vertex.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/map_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/map_pars_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/map_particle_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/map_particle_pars_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/metalnessmap_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/metalnessmap_pars_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/morphcolor_vertex.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/morphnormal_vertex.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/morphtarget_pars_vertex.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/morphtarget_vertex.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/normal_fragment_begin.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/normal_fragment_maps.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/normal_pars_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/normal_pars_vertex.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/normal_vertex.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/normalmap_pars_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/output_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/packing.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/premultiplied_alpha_fragment.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/project_vertex.glsl.dart		retired-client	DEPRECATE
D	fabushi/lib/packages/three_dart/lib/three3d/renderers/shaders/shader_chunk/roughnessmap_fragment.glsl.dart		retired-client	DEPRECATE
